Company_name,Status_on_IPO_and_M&A,Category,Country,Headquarter,Date_found,Date_joined,Date_exited,Funding_in_USD,Funding_rounds,First_funding_round_date,Last_funding_round_date,Patents_Granted,Trademarks_Registered,Valuation_at_IPO,Money_Raised_at_IPO,No._of_employees,Female_founder,Years_to_be_Unicorn,Duration_between_founded_to_reaching_a_unicorn_list_in_days,Duration_between_unicorn_listed_date_and_exit_date_in_days,Duration_between_first_funding_round_and_last_funding_round_in_days,Duration_between_founded_to_reaching_ a_unicorn_list_in_months,Duration_between_unicorn_listed_date_and_exit_date_in_months,Duration_between_first_funding_round_and_last_funding_round_in_months,Duration_between_founded_to_reaching_a_unicorn_list_in_years,Duration_between_unicorn_listed_date_and_exit_date_in_years,Duration_between_first_funding_round_and_last_funding_round_in_years,Duration_between_founded_to_reaching_a_unicorn_list_in_quarters,Duration_between_unicorn_listed_date_and_exit_date_in_quarters,Duration_between_first_funding_round_and_last_funding_round_in_quarters,Status_target_variable
Leap Motor/ Leapmotor,Private,Auto & transportation,China,"Hangzhou, Zhejiang, China",24-12-2015,20-11-2018,,1067748549,4,29-01-2018,28-01-2021,0,9,,,1000,No,3,1062,,1095,34,,35,2,,2,9,0,15,No
Lemonade,IPO,Fintech,United States,"New York, New York, United States",01-01-2015,11-04-2019,08-11-2021,481500000,13,20-06-2015,02-07-2020,0,9,1600000000,319000000,5000,No,5,1561,942,1839,51,30,60,4,2,5,13,8,18,Yes
Lightricks,Private,Artificial intelligence,Israel,"Jerusalem, Yerushalayim, Israel",01-01-2013,31-07-2019,,335000000,5,12-08-2015,19-09-2021,2,47,,,500,No,7,2402,,2230,78,,73,6,,6,20,0,17,No
LinkDoc Technology,Private,Health,China,"Beijing, Beijing, China",01-01-2014,05-07-2018,,253261047,4,01-01-2015,07-09-2020,,,,,100,No,5,1646,,2076,54,,68,4,,5,14,0,20,No
Liquid/ Liquid Global,Private,Fintech,Japan,"Tokyo, Tokyo, Japan",01-05-2014,03-04-2019,02-02-2022,252640594,6,10-12-2014,25-08-2021,0,3,,,250,Yes,5,1798,1036,2450,59,33,80,4,2,6,15,8,16,No
Lixiang Automotive/ Li Auto,IPO,Auto & transportation,China,"Beijing, Beijing, China",01-01-2015,28-06-2019,30-07-2020,1248779712,5,05-05-2016,19-08-2021,0,11,19228000000,1092500000,5000,No,5,1639,398,1932,53,13,63,4,1,5,13,3,10,Yes
Loft,Private,E-commerce & direct-to-consumer,Brazil,"SÃƒÂ£o Paulo, Sao Paulo, Brazil",01-08-2018,03-01-2020,,788000000,7,01-01-2018,30-06-2021,,,,,1000,No,2,520,,1276,17,,41,1,,3,4,0,23,No
Loggi,Acquired,"Supply chain, logistics, & delivery",Brazil,"SÃƒÂ£o Paulo, Sao Paulo, Brazil",20-06-2013,10-10-2018,05-06-2019,507001000,8,15-08-2013,01-03-2021,,,,,5000,Yes,6,1938,238,2755,63,7,90,5,0,7,16,2,9,Yes
Luckin Coffee,IPO,Consumer & retail,China,"Xiamen, Fujian, China",01-10-2017,01-06-2018,17-05-2019,1575825105,6,15-04-2018,16-04-2021,0,18,5000000000,571200000,5000,No,1,243,350,1097,8,11,36,0,0,3,2,3,13,Yes
Luoji Siwei,Private,Edtech,China,"Beijing, Beijing, China",01-01-2012,20-07-2017,,144180957,5,01-03-2013,19-07-2017,0,0,,,,Yes,6,2027,,1601,66,,52,5,,4,17,0,4,No
Lyft,IPO,Auto & transportation,United States,"San Francisco, California, United States",22-05-2012,0,29-03-2019,4913606778,27,15-09-2017,01-03-2019,451,59,24000000000,2340000000,10000,No,   ,,,532,,,17,,,1,0,0,15,Yes
Maimai,Private,Mobile & telecommunications,China,"Beijing, Beijing, China",01-01-2013,15-11-2017,,300000000,4,13-08-2013,21-08-2018,,,,,10,No,5,1779,,1834,58,,60,4,,5,15,0,21,No
Medlinker,Acquired,Health,China,"Beijing, Beijing, China",01-01-2014,31-07-2018,12-12-2021,761235099,7,01-01-2015,12-12-2021,,,,,250,No,5,1672,1230,2537,54,40,83,4,3,6,14,10,14,Yes
Meero,Private,Artificial intelligence,France,"Paris, Ile-de-France, France",01-01-2016,18-06-2019,,293434612,7,01-03-2016,14-09-2020,0,2,,,500,No,4,1264,,1658,41,,54,3,,4,10,0,13,No
Meicai,Private,Mobile & telecommunications,China,"Beijing, Beijing, China",01-06-2014,22-06-2016,,1453352805,8,04-06-2014,08-10-2018,0,2,,,5000,No,3,752,,1587,24,,52,2,,4,6,0,11,No
Mia.com,Private,E-commerce & direct-to-consumer,China,"Beijing, Beijing, China",01-01-2011,08-09-2015,,231600000,5,01-01-2013,26-10-2016,,,,,50,No,5,1711,,1394,56,,45,4,,3,14,0,13,No
Miaoshou Doctor,Private,E-commerce & direct-to-consumer,China,"Beijing, Beijing, China",01-01-2015,27-06-2019,,946669842,7,01-06-2017,04-08-2021,,,,,50,Yes,5,1638,,1525,53,,50,4,,4,13,0,34,No
MindMaze,Acquired,Health,Switzerland,"Lausanne, Vaud, Switzerland",24-05-2012,28-01-2016,13-11-2018,235659230,9,25-05-2010,07-10-2021,,,,,250,No,4,1344,1020,4153,44,33,136,3,2,11,11,8,16,Yes
Momenta,Private,Artificial intelligence,China,"Beijing, Beijing, China",01-01-2016,17-10-2018,23-04-2019,1203150880,12,16-08-2016,04-11-2021,15,2,,,500,No,3,1020,188,1906,33,6,62,2,0,5,8,2,27,No
monday.com,IPO,Internet software & services,Israel,"Tel Aviv, Tel Aviv, Israel",01-02-2012,0,10-06-2021,384100000,7,30-06-2012,10-06-2021,10,19,7500000000,574000000,1000,Yes,   ,,,3267,,,107,,,8,0,0,20,Yes
Monzo,Private,Fintech,United Kingdom,"London, England, United Kingdom",01-02-2015,31-10-2018,,1123073045,21,15-02-2015,08-12-2021,0,3,,,5000,No,4,1368,,2488,44,,81,3,,6,11,0,25,No
N26,Private,Fintech,Germany,"Berlin, Berlin, Germany",01-02-2013,10-01-2019,,1719059587,10,01-05-2013,18-10-2021,0,5,,,5000,No,6,2169,,3092,71,,101,5,,8,18,0,26,No
Netskope,Private,Cybersecurity,United States,"Santa Clara, California, United States",08-10-2012,13-11-2018,,1041600000,12,01-01-2013,09-07-2021,58,7,,,5000,No,7,2227,,3111,73,,102,6,,8,18,0,15,No
Next Insurance,Private,Fintech,United States,"Palo Alto, California, United States",01-01-2016,07-10-2019,,881000000,6,15-03-2016,01-04-2021,0,13,,,500,No,4,1375,,1843,45,,60,3,,5,11,0,15,No
NIO,IPO,Auto & transportation,China,"Shanghai, Shanghai, China",01-11-2014,01-03-2017,12-09-2018,5434271280,10,18-03-2015,29-04-2020,179,57,6422000000,1000000000,10000,No,3,851,560,1869,28,18,61,2,1,5,7,5,10,Yes
Northvolt,Private,Other,Sweden,"Stockholm, Stockholms Lan, Sweden",01-01-2016,12-06-2019,,6040092593,9,23-02-2018,09-06-2021,4,24,,,5000,No,4,1258,,1202,41,,39,3,,3,10,0,24,No
Nubank,Acquired,Fintech,Brazil,"SÃƒÂ£o Paulo, Sao Paulo, Brazil",06-05-2013,01-03-2018,09-12-2021,2257602393,12,05-07-2013,08-06-2021,0,6,41000000000,2600000000,5000,No,5,1760,1379,2895,57,45,95,4,3,7,14,11,15,Yes
Nuro,Private,Auto & transportation,United States,"Mountain View, California, United States",01-01-2016,11-02-2019,,2132148855,6,12-10-2016,02-11-2021,58,1,,,5000,Yes,4,1137,,1847,37,,60,3,,5,9,0,5,No
Nxin,Private,Internet software & services,China,"Beijing, Beijing, China",01-01-2015,18-09-2018,,53044260,2,01-01-2017,18-09-2018,,,,,100,No,4,1356,,625,44,,20,3,,1,11,0,18,No
OakNorth,Private,Fintech,United Kingdom,"London, England, United Kingdom",01-01-2015,12-10-2017,,1041034147,8,01-01-2015,08-02-2021,0,2,,,1000,No,3,1015,,2230,33,,73,2,,6,8,0,28,No
OfferUp,Unexplained Exit,Mobile & telecommunications,United States,"Bellevue, Washington, United States",01-01-2011,09-08-2018,,380985067,10,29-05-2012,12-08-2021,1,8,,,500,No,8,2777,,3362,91,,110,7,,9,23,0,22,No
Omio,Private,Travel,Germany,"Berlin, Berlin, Germany",01-03-2012,23-10-2018,,396000000,10,04-03-2013,24-08-2020,1,0,,,500,No,7,2427,,2730,79,,89,6,,7,20,0,7,No
OneTrust,Private,Internet software & services,United States,"Atlanta, Georgia, United States",01-01-2016,11-07-2019,,926386816,5,11-07-2019,08-10-2021,229,41,,,5000,No,4,1287,,820,42,,26,3,,2,11,0,20,No
OpenDoor Labs/ Opendoor,IPO,E-commerce & direct-to-consumer,United States,"San Francisco, California, United States",01-01-2014,30-11-2016,21-12-2020,1885950000,10,16-05-2014,21-12-2020,3,9,18000000000,1000000000,1000,No,3,1064,1482,2411,34,48,79,2,4,6,9,12,0,Yes
Orbbec Technology/ Orbbec,Private,Hardware,China,"Shenzhen, Guangdong, China",01-01-2013,21-05-2018,,200000000,1,21-05-2018,21-05-2018,,,,,500,No,6,1966,,0,64,,0,5,,0,16,0,27,No
Oscar Health,IPO,Health,United States,"New York, New York, United States",01-11-2012,20-04-2015,03-03-2021,1632500000,11,01-01-2013,17-12-2021,0,40,7920000000,1400000000,5000,No,3,900,2144,3272,29,70,107,2,5,8,7,18,31,Yes
Outreach,Private,Internet software & services,United States,"Seattle, Washington, United States",01-01-2014,16-04-2019,,489018000,14,01-08-2011,03-11-2021,7,13,,,1000,No,6,1931,,3747,63,,123,5,,10,16,0,28,No
Oyo Rooms/ OYO,Private,Travel,India,"Gurgaon, Haryana, India",01-01-2013,25-09-2018,,3076477508,22,15-10-2012,13-01-2022,0,35,,,10000,No,6,2093,,3377,68,,110,5,,9,17,0,6,No
Pat McGrath Labs,Private,Consumer & retail,United States,"New York, New York, United States",01-10-2015,16-07-2018,,60000000,2,08-08-2016,16-07-2018,24,91,,,100,No,3,1019,,707,33,,23,2,,1,8,0,27,No
Peloton,IPO,Consumer & retail,United States,"New York, New York, United States",01-01-2012,24-05-2017,25-09-2019,1869707000,9,01-02-2012,09-02-2021,22,24,8100000000,1160000000,5000,Yes,6,1970,854,3296,64,28,108,5,2,9,16,7,24,Yes
Pendo,Private,Internet software & services,United States,"Raleigh, North Carolina, United States",01-10-2013,17-10-2019,,469500000,11,01-01-2014,11-11-2021,0,4,,,1000,No,7,2207,,2871,72,,94,6,,7,18,0,17,No
Pinduoduo,IPO,Consumer & retail,China,"Shanghai, Shanghai, China",01-09-2015,0,26-07-2018,3800361337,6,01-09-2015,30-03-2021,0,1,24000000000,1630000000,5000,No,   ,,,2037,,,66,,,5,0,0,22,Yes
Podium,Private,Internet software & services,United States,"Lehi, Utah, United States",01-01-2014,07-04-2020,,419120000,7,27-06-2014,15-11-2021,0,10,,,5000,No,7,2288,,2698,75,,88,6,,7,19,0,12,No
Pony.ai,Private,Artificial intelligence,United States,"Fremont, California, United States",01-12-2016,11-07-2018,,1093000000,7,11-01-2017,08-02-2021,0,0,,,500,No,2,587,,1489,19,,48,1,,4,5,0,14,No
Preferred Networks,Private,Artificial intelligence,Japan,"Tokyo, Tokyo, Japan",26-03-2014,17-05-2018,,16500000000,7,01-10-2014,25-06-2019,105,10,,,500,No,5,1513,,1728,49,,56,4,,4,12,0,15,No
Quanergy Systems,Private,Auto & transportation,United States,"Sunnyvale, California, United States",01-11-2012,22-08-2016,,135308960,6,04-12-2013,29-10-2018,21,8,,,250,No,4,1390,,1790,45,,58,3,,4,11,0,27,No
QuintoAndar,Private,E-commerce & direct-to-consumer,Brazil,"SÃƒÂ£o Paulo, Sao Paulo, Brazil",01-01-2012,09-09-2019,,755270292,8,01-08-2012,19-08-2021,,,,,5000,Yes,8,2808,,3305,92,,108,7,,9,23,0,4,No
Qutoutiao,IPO,Media & Entertainment,China,"Shanghai, Shanghai, China",01-06-2016,15-03-2018,13-09-2018,497000000,5,29-09-2017,28-03-2019,,,1700000000,84000000,5000,No,2,652,182,545,21,5,17,1,0,1,5,1,20,Yes
Rappi,Private,"Supply chain, logistics, & delivery",Colombia,"BogotÃƒÂ¡, Distrito Especial, Colombia",01-01-2015,31-08-2018,,2692005447,10,11-01-2015,16-07-2021,,,,,10000,Yes,4,1338,,2378,43,,78,3,,6,11,0,10,No
Rapyd,Private,Fintech,United Kingdom,"London, England, United Kingdom",01-01-2016,03-12-2019,,770000000,6,01-06-2018,03-08-2021,,,,,500,No,4,1432,,1159,47,,38,3,,3,12,0,21,No
Revolut,Private,Fintech,United Kingdom,"London, England, United Kingdom",01-01-2015,26-04-2018,,1710939790,16,28-06-2014,11-08-2021,0,3,,,,No,4,1211,,2601,39,,85,3,,7,10,0,35,No
Revolution Precrafted/ Revolution,Private,Other,Philippines,"Makati, Manila, Philippines",01-12-2015,23-10-2017,,150318031,2,25-05-2007,20-02-2019,0,30,,,10000,No,2,692,,4289,22,,140,1,,11,6,0,21,No
Workrise,Private,Internet software & services,United States,"Austin, Texas, United States",01-01-2014,15-03-2018,,752499542,8,04-06-2014,20-05-2021,2,7,,,1000,No,5,1534,,2542,50,,83,4,,6,13,0,25,No
Ripple,Private,Fintech,United States,"San Francisco, California, United States",01-01-2012,20-12-2019,,293800000,14,02-10-2012,01-03-2021,15,30,,,1000,No,8,2910,,3072,95,,100,7,,8,24,0,25,No
Riskified,IPO,Cybersecurity,United States,"New York, New York, United States",01-01-2012,05-11-2019,28-07-2021,228650000,6,31-01-2013,28-07-2021,0,0,3310000000,367500000,1000,No,   ,2865,631,3100,94,20,101,7,1,8,24,5,17,Yes
Rivigo,Private,"Supply chain, logistics, & delivery",India,"Gurgaon, Haryana, India",01-01-2014,11-07-2019,,268701257,11,01-04-2015,02-11-2020,1,0,,,5000,No,6,2017,,2042,66,,67,5,,5,17,0,23,No
Robinhood,IPO,Fintech,United States,"Menlo Park, California, United States",01-01-2013,26-04-2017,29-07-2021,5574325000,26,18-04-2013,01-02-2021,12,18,32011000000,2100000000,5000,Yes,   ,1576,1555,2846,51,51,93,4,4,7,13,13,16,Yes
Root Insurance,IPO,Fintech,United States,"Columbus, Ohio, United States",01-03-2015,22-08-2018,28-10-2020,827500000,6,25-10-2016,26-01-2022,0,2,6732000000,724410000,1000,No,4,1270,798,1919,41,26,63,3,2,5,10,7,16,Yes
Royole Corporation,Private,Hardware,China,"Shenzhen, Guangdong, China",01-01-2012,18-08-2015,,1052000000,7,01-04-2013,09-08-2018,9,1,,,1000,No,4,1325,,1956,43,,64,3,,5,11,0,20,No
Rubrik,Private,Data management & analytics,United States,"Palo Alto, California, United States",01-01-2014,28-04-2017,,565100000,12,24-03-2015,24-11-2021,131,17,,,5000,No,4,1213,,2437,39,,80,3,,6,10,0,16,No
Samsara Networks/ Samsara,Private,Hardware,United States,"San Francisco, California, United States",01-01-2015,22-03-2018,,930000000,7,19-05-2015,24-09-2020,15,0,10700000000,805000000,5000,No,4,1176,,1955,38,,64,3,,5,10,0,15,No
Scale AI,Private,Artificial intelligence,United States,"San Francisco, California, United States",01-06-2016,05-08-2019,,602620000,8,22-08-2016,01-09-2021,1,3,,,500,No,4,1160,,1836,38,,60,3,,5,10,0,27,No
Scopely,Private,Mobile & telecommunications,United States,"Culver City, California, United States",01-01-2011,29-10-2019,,998500000,9,19-09-2012,18-10-2021,0,4,,,5000,Yes,9,3223,,3316,105,,108,8,,9,26,0,25,No
Segment,M&A,Data management & analytics,United States,"San Francisco, California, United States",01-09-2011,02-04-2019,12-10-2020,2837200000,9,01-09-2011,22-01-2020,0,4,,,34,No,8,2770,559,3065,91,18,100,7,1,8,23,5,19,Yes
SenseTime,Private,Artificial intelligence,China,"Beijing, Beijing, China",01-01-2014,11-07-2017,,2640000000,9,01-08-2014,01-12-2020,29,0,16400000000,740000000,10000,No,4,1287,,2314,42,,76,3,,6,11,0,23,No
SentinelOne,IPO,Cybersecurity,United States,"Mountain View, California, United States",01-01-2013,19-02-2020,30-06-2021,696520000,8,15-03-2013,11-11-2020,2,0,10000000000,1225000000,1000,No,8,2605,497,2798,85,16,91,7,1,7,21,4,22,Yes
ServiceTitan,Private,Internet software & services,United States,"Glendale, California, United States",01-06-2012,14-11-2018,,1099777129,8,23-01-2014,30-06-2021,4,10,,,5000,No,7,2357,,2715,77,,89,6,,7,19,0,21,No
FlashEx,Private,"Supply chain, logistics, & delivery",China,"Beijing, Beijing, China",01-01-2014,27-08-2018,,359000000,6,01-05-2014,30-03-2021,,,,,,No,5,1699,,2525,55,,82,4,,6,14,0,28,No
Sila Nanotechnologies,Private,Other,United States,"Alameda, California, United States",01-01-2011,16-04-2019,,880000000,5,13-09-2011,26-01-2021,,,,,,No,9,3027,,3423,99,,112,8,,9,25,0,24,No
SmartNews,Private,Mobile & telecommunications,Japan,"Tokyo, Tokyo, Japan",15-06-2012,05-08-2019,,410285114,6,14-08-2013,15-09-2021,0,3,,,250,No,8,2607,,2954,85,,97,7,,8,21,0,7,No
SmileDirectClub,IPO,Health,United States,"Nashville, Tennessee, United States",01-12-2013,10-10-2018,12-09-2019,439500000,3,01-07-2016,10-10-2018,23,26,8900000000,1300000000,5000,No,5,1774,337,831,58,11,27,4,0,2,15,3,24,Yes
Snowflake Computing/ Snowflake,IPO,Data management & analytics,United States,"San Mateo, California, United States",01-01-2012,25-01-2018,16-09-2020,1407899110,9,01-02-2012,16-03-2020,293,46,33203000000,3360000000,5000,No,7,2216,965,2966,72,31,97,6,2,8,18,8,17,Yes
Snyk,Private,Cybersecurity,United Kingdom,"Boston, Massachusetts, United States",01-01-2015,21-01-2020,,1357000000,11,01-12-2015,30-09-2021,1,6,,,1000,No,6,1846,,2130,60,,69,5,,5,15,0,28,No
SoFi,IPO,Fintech,United States,"San Francisco, California, United States",01-08-2011,03-02-2015,01-06-2021,2975062287,20,19-09-2011,07-01-2021,0,13,8650000000,2400000000,5000,No,4,1282,2310,3398,42,75,111,3,6,9,11,19,19,Yes
Sonder,Private,Travel,United States,"San Francisco, California, United States",01-07-2014,11-07-2019,,529550000,9,07-07-2014,05-11-2020,0,2,,,1000,No,6,1836,,2313,60,,75,5,,6,15,0,16,No
SouChe Holdings/ Souche,Private,E-commerce & direct-to-consumer,China,"Hangzhou, Zhejiang, China",01-12-2012,01-11-2017,,1213400000,7,07-12-2012,10-05-2018,,,,,5000,No,5,1796,,1980,59,,65,4,,5,15,0,14,No
SoYoung Technology,IPO,Health,China,"Beijing, Beijing, China",01-01-2013,02-05-2019,03-06-2019,229000000,6,01-01-2014,04-09-2018,,,1064000000,179000000,1000,No,7,2312,32,1707,76,1,56,6,0,4,19,0,13,Yes
StockX,Private,E-commerce & direct-to-consumer,United States,"Detroit, Michigan, United States",01-03-2015,26-06-2019,,690000000,10,31-10-2016,08-04-2021,0,21,,,5000,No,5,1578,,1620,51,,53,4,,4,13,0,20,No
Swiggy,Private,"Supply chain, logistics, & delivery",India,"Bangalore, Karnataka, India",01-08-2014,21-06-2018,,4828380000,17,03-04-2015,24-01-2022,,,,,10000,No,4,1420,,2488,46,,81,3,,6,12,0,19,No
Symphony/ Symphony Communication Services,Private,Fintech,United States,"Palo Alto, California, United States",30-09-2014,16-05-2017,,511000000,7,01-10-2014,10-12-2020,0,1,,,500,No,3,959,,2262,31,,74,2,,6,8,0,29,No
TalkDesk,Private,Internet software & services,United States,"San Francisco, California, United States",01-01-2011,03-10-2018,,497450000,8,26-10-2011,12-08-2021,29,4,,,5000,No,8,2832,,3578,93,,117,7,,9,23,0,16,No
Tempus,Private,Health,United States,"Chicago, Illinois, United States",01-01-2015,21-03-2018,,1070000000,11,21-09-2015,10-12-2020,57,15,,,5000,Yes,4,1175,,1907,38,,62,3,,5,10,0,16,No
Terminus Technology/ Terminus Technologies,Private,Hardware,China,"Beijing, Beijing, China",01-01-2015,25-10-2018,,622561417,5,09-05-2016,13-09-2021,,,,,500,No,4,1393,,1953,45,,64,3,,5,11,0,22,No
The RealReal,IPO,Consumer & retail,United States,"San Francisco, California, United States",01-03-2011,22-03-2019,28-06-2019,356874359,10,01-01-2012,01-03-2019,1,11,1654013420,300000000,5000,No,9,2943,98,2616,96,3,86,8,0,7,24,1,28,Yes
ThoughtSpot,Private,Internet software & services,United States,"Sunnyvale, California, United States",01-06-2012,08-05-2018,,663700000,12,16-06-2012,15-11-2021,9,12,,,1000,Yes,6,2167,,3439,71,,112,5,,9,18,0,9,No
Tiger Brokers,IPO,Fintech,China,"Beijing, Beijing, China",01-06-2014,11-07-2018,19-03-2019,139085080,5,19-05-2015,11-07-2018,,,1150000000,104000000,500,No,5,1501,251,1149,49,8,37,4,0,3,12,2,17,Yes
Toast,IPO,Fintech,United States,"Boston, Massachusetts, United States",22-12-2011,10-07-2018,21-09-2021,901950000,7,30-07-2015,14-02-2021,40,15,20000000000,870000000,5000,No,7,2392,1169,2026,78,38,66,6,3,5,20,10,16,Yes
Tongdun Technology,Private,Cybersecurity,China,"Hangzhou, Zhejiang, China",01-01-2013,25-04-2019,,251836983,6,11-11-2013,25-04-2019,0,3,,,1000,No,7,2305,,1991,75,,65,6,,5,19,0,23,No
Traveloka,Private,Travel,Indonesia,"Jakarta, Jakarta Raya, Indonesia",01-01-2012,01-01-2017,,1170000000,6,12-11-2012,28-07-2020,,,,,5000,No,6,1827,,2815,60,,92,5,,7,15,0,22,No
Tresata,Private,Fintech,United States,"Charlotte, North Carolina, United States",01-01-2011,10-10-2018,,51250000,3,31-05-2011,10-10-2018,0,7,,,50,No,8,2839,,2689,93,,88,7,,7,23,0,19,No
TripActions,Private,Travel,United States,"Palo Alto, California, United States",01-01-2015,08-11-2018,,1536500000,13,01-05-2015,13-10-2021,2,3,,,5000,No,4,1407,,2357,46,,77,3,,6,12,0,21,No
Tuhu,Private,Auto & transportation,China,"Shanghai, Shanghai, China",01-01-2011,15-09-2018,,874783159,7,01-01-2013,13-11-2019,,,,,1000,No,8,2814,,2507,92,,82,7,,6,23,0,16,No
Tujia,Private,Travel,China,"Beijing, Beijing, China",01-12-2011,17-06-2015,,755000000,5,16-05-2012,09-10-2017,0,9,,,5000,No,4,1294,,1972,42,,64,3,,5,11,0,18,No
TuSimple,IPO,Artificial intelligence,United States,"San Diego, California, United States",01-01-2015,13-02-2019,15-04-2021,648071101,11,01-01-2015,04-02-2021,128,2,8500000000,1350000000,500,Yes,5,1504,792,2226,49,26,73,4,2,6,12,7,20,Yes
UBTech Robotics,Private,Hardware,China,"Shenzhen, Guangdong, China",01-01-2012,25-07-2016,,942800000,5,01-04-2015,09-11-2021,227,10,,,1000,No,5,1667,,2414,54,,79,4,,6,14,0,10,No
UCloud Information Technology,IPO,Internet software & services,China,"Shanghai, Shanghai, China",01-01-2011,0,20-01-2020,314429434,6,28-06-2018,27-11-2021,,,4783980651,305922973,5000,No,   ,,,1248,,,40,,,3,0,0,15,Yes
Udaan,Private,"Supply chain, logistics, & delivery",India,"Bangalore, Karnataka, India",01-01-2016,04-09-2018,,1453468863,11,23-11-2016,05-01-2022,,,,,10000,No,3,977,,1869,32,,61,2,,5,8,0,27,No
Unisound,Private,Artificial intelligence,China,"Beijing, Beijing, China",01-01-2012,19-07-2018,,361442496,9,01-05-2012,17-04-2021,,,,,250,No,7,2391,,3273,78,,107,6,,8,20,0,0,No
United Imaging Healthcare,Private,Health,China,"Shanghai, Shanghai, China",01-01-2011,15-09-2017,,519313689,1,15-09-2017,15-09-2017,533,78,,,5000,No,7,2449,,,80,,0,6,,0,20,0,8,No
Uptake/ Uptake Technologies,Private,Artificial intelligence,United States,"Chicago, Illinois, United States",01-07-2014,27-10-2015,,218000000,4,05-03-2015,30-11-2017,82,42,,,500,No,2,483,,1001,15,,32,1,,2,4,0,16,No
VAST Data,Private,Data management & analytics,United States,"New York, New York, United States",01-01-2016,16-04-2020,,263000000,6,02-01-2016,04-05-2021,0,0,,,500,No,5,1567,,1949,51,,64,4,,5,13,0,7,No
Verkada,Private,Cybersecurity,United States,"San Mateo, California, United States",01-01-2016,29-01-2020,,138900000,5,21-09-2017,29-01-2020,0,3,,,1000,No,5,1489,,860,48,,28,4,,2,12,0,23,No
Via,Private,Auto & transportation,United States,"New York, New York, United States",26-06-2012,30-03-2020,,777064111,8,26-03-2014,30-11-2021,16,5,,,5000,No,8,2834,,2806,93,,92,7,,7,23,0,29,No
VIPKID,Private,Edtech,China,"Beijing, Beijing, China",01-01-2013,04-08-2016,,1055077215,10,06-01-2010,19-09-2019,2,0,,,10000,No,4,1311,,3543,43,,116,3,,9,11,0,21,No
Toss,Private,Fintech,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",01-01-2011,09-12-2018,,844200000,10,09-08-2014,22-06-2021,,,,,1000,Yes,8,2899,,2509,95,,82,7,,6,24,0,22,No
Vroom,IPO,E-commerce & direct-to-consumer,United States,"New York, New York, United States",01-01-2013,0,08-06-2020,1309850000,10,07-07-2013,10-09-2020,0,18,2500000000,537625000,1000,No,   ,,,2622,,,86,,,7,0,0,21,Yes
VTS,Private,Internet software & services,United States,"New York, New York, United States",01-01-2012,07-05-2019,,187360000,8,28-06-2012,07-05-2019,0,11,,,100,No,8,2683,,2504,88,,82,7,,6,22,0,23,No
WalkMe,IPO,Internet software & services,United States,"San Francisco, California, United States",01-01-2011,13-11-2018,16-06-2021,307500000,10,12-04-2012,09-12-2019,,,307500000,307500000,5000,No,8,2873,946,2797,94,31,91,7,2,7,24,8,18,Yes
wefox,Private,Fintech,Germany,"Berlin, Berlin, Germany",01-10-2015,05-03-2019,,918500000,6,20-07-2015,01-06-2021,0,8,,,1000,No,4,1251,,2143,41,,70,3,,5,10,0,12,No
Weimob,IPO,Consumer & retail,China,"Shanghai, Shanghai, China",01-04-2013,0,18-01-2019,589145072,5,23-07-2014,07-08-2018,,,5632000000,756000000,5000,No,   ,,,1476,,,48,,,4,0,0,27,Yes
WeLab,Private,Fintech,China,"Sheung Wan, Hong Kong Island, Hong Kong",01-01-2013,08-11-2017,,896000000,11,01-01-2013,06-12-2021,,,,,1000,No,5,1772,,3261,58,,107,4,,8,15,0,2,No
Wildlife Studios,Private,Other,Brazil,"SÃƒÂ£o Paulo, Sao Paulo, Brazil",01-01-2011,05-12-2019,,180000000,2,05-12-2019,14-08-2020,,,,,1000,Yes,9,3260,,253,107,,8,8,,0,27,0,16,No
WM Motor,Private,Auto & transportation,China,"Shanghai, Shanghai, China",01-01-2015,08-03-2019,,5316399622,8,24-08-2016,30-11-2021,0,4,,,5000,No,5,1527,,1924,50,,63,4,,5,13,0,25,No
Xiaohongshu,Private,E-commerce & direct-to-consumer,China,"Shanghai, Shanghai, China",01-01-2013,31-03-2016,,917691787,8,01-09-2013,08-11-2021,,,,,5000,No,4,1185,,2990,38,,98,3,,8,10,0,19,No
XiaoZhu/ Xiaozhu.com,Private,Travel,China,"Beijing, Beijing, China",01-01-2012,01-11-2017,,571599827,8,25-07-2012,10-10-2018,,,,,500,Yes,6,2131,,2268,70,,74,5,,6,18,0,6,No
Yello Mobile,Private,Mobile & telecommunications,South Korea,"Seoul, Seoul-t'ukpyolsi, South Korea",01-08-2012,11-11-2014,,187200000,4,10-11-2014,11-11-2016,,,,,5000,No,3,832,,732,27,,24,2,,2,7,0,9,No
Yidian Zixun,Private,Mobile & telecommunications,China,"Beijing, Beijing, China",01-07-2013,17-10-2017,,178200000,4,01-11-2014,14-11-2017,5,0,,,1000,No,5,1569,,1109,51,,36,4,,3,13,0,16,No
Yijiupi,Private,Consumer & retail,China,"Wuhu, Anhui, China",01-09-2014,20-09-2018,,511361923,7,01-12-2014,11-02-2020,,,,,5000,No,5,1480,,1898,48,,62,4,,5,12,0,21,No
Yitu Technology,Private,Artificial intelligence,China,"Shanghai, Shanghai, China",01-01-2012,08-03-2018,,411800418,13,22-02-2013,20-03-2020,,,,,1000,No,7,2258,,2583,74,,84,6,,7,19,0,0,No
